Status,Identified_Countries,Title,Affiliations,Address,Country,Location,Author,Publication Year
✅ Identified,Brazil,Comparative Analysis of Blockchain-Based Platforms for Managing Electronic Health Records in the Public Healthcare System of Brazil,Universidade Federal da Paraíba,Universidade Federal da Paraíba,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Carlo Kleber da Silva Rodrigues,2022.0
✅ Identified,Portugal,Performance Assessment of a Wireless Mesh Network for Post-harvest Food Quality Traceability of Fruit Products: A Case Study,Polytechnic Institute of Castelo Branco; University of Beira Interior,Instituto Politécnico de Castelo Branco; Universidade da Beira Interior,PT,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tiago Costa, Luís Santos, João M. L. P. Caldeira, Vasco N. G. J. Soares, Pedro Dinis Gaspar",2023.0
✅ Identified,Spain,HiME: Hierarchical i* Modeling Editor,Universitat Politècnica de Catalunya,Polytechnic University of Catalonia,ES,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lidia López, Xavier Franch, Jordi Marco",2010.0
✅ Identified,"Brazil, United Kingdom",An Ontology-Based Framework for Heterogeneous Data Sources Integration,Framework; Instituto Federal do Maranhão; Universidade Federal do Ceará,"Department of Computing , Universidade Federal do Ceará , Brazil; Department of Computing, Universidade Federal do Ceará, Brazil; Department of Informatics, Instituto Federal de Educação, Ciência e Tecnologia do Maranhão, Brazil; The Proposed Framework; [Federal University of Ceará]",BR; GB,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vânia Maria Ponte Vidal, João C. Pinheiro, Eveline R. Sacramento, José Antônio Fernandes de Macêdo, Bernadette Farias Lóscio",2010.0
⚠️ Missing,❌ None,A Temporal-Rule Based Verification System for Business Collaboration Reliability,Department of Computing,Department of Computing,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Haiyang Sun, Jian Yang, Weiliang Zhao",2010.0
⚠️ Missing,❌ None,Semantic Web and Knowledge Management in User Data Privacy,,,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Douglas da Silva, Mírian Bruckschen, Paulo Bridi, Roger Granada, Alexandre Agustini, Renata Vieira, Caio Northfleet, Prasad Rao, Tomas Sander",2010.0
✅ Identified,Brazil,MatchMaking – A Tool to Match OWL Schemas,Pontifícia Universidade Católica do Rio de Janeiro,Pontifical Catholic University of Rio de janeiro,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Raphael do Vale Amaral Gomes, Luiz André P. Paes Leme, Marco A. Casanova",2010.0
⚠️ Missing,❌ None,Web Information Extraction by Semantic Tagging,,,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Mirel Coşulschi, Roberto De Virgilio, Tommaso Di Noia, Roberto Mirizzi",2010.0
✅ Identified,"South Korea, United States",SAMSTARplus: An Automatic Tool for Generating Multi- Dimensional Schemas from an Entity-Relationship Diagram,Drexel University; Kangwon National University,"College of Information Science and Technology , Drexel University , Philadelphia , PA19104 , U. S. A; College of Information Science and Technology, Drexel University, Philadelphia, PA19104, U. S. A; Department of Computer Science , Kangwon National University , 192-1 Hyoja-dong , Chuncheon , Kangwon 200-701 , KOREA; Department of Computer Science, Kangwon National University, 192-1 Hyoja-dong, Chuncheon, Kangwon 200-701, KOREA",KR; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Jinho Kim, Donghoo Kim, Suan Lee, Yang‐Sae Moon, Il-Yeol Song, Ritu Khare, Yuan An",2010.0
✅ Identified,Brazil,An Approach for Reducing the Gap between BPMN Models and Implementation Artifacts,Universidade Federal de Pernambuco,Federal University of Pernambuco,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Bruno Leonardo Barros Silva, Robson Wagner Albuquerque de Medeiros, Julio Cesar Damasceno, Fernando Lins, Nelson Souto Rosa, Paulo Romero Martins Maciel, Bryan Stephenson, Hamid R. Motahari Nezhad, Jun Li, Caio Northfleet, André Ricardo Da Silva Souza",2010.0
✅ Identified,Brazil,A Frame-Based System for Automatic Classification of Semi- Structured Data,Pontifícia Universidade Católica do Rio de Janeiro,Pontifical Catholic University of Rio de janeiro,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Bernardo Pereira Nunes, Marco A. Casanova",2010.0
⚠️ Missing,❌ None,Dealing with Uncertainty in Lexical Annotation,,,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Sonia Bergamaschi, Laura Po, Serena Sorrentino, Alberto Corni",2010.0
✅ Identified,Brazil,Towards Generating Richer Code by Binding Security Abstractions to BPMN Task Types,Universidade Federal de Pernambuco,Federal University of Pernambuco,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Julio Cesar Damasceno, Hamid R. Motahari Nezhad, Jun Li, Caio Northfleet, Bryan Stephenson, André Ricardo Da Silva Souza, Robson Wagner Albuquerque de Medeiros, Bruno Leonardo Barros Silva, Fernando Lins, Nelson Souto Rosa, Paulo Maciel",2010.0
⚠️ Missing,❌ None,An Eclipse-based Tool for Model Driven Web Applications with Personalization Support,,,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Irene Garrigós, Octavio Glorio, Paul R. Hernandez, Alejandro Maté",2010.0
✅ Identified,Brazil,Chatbot Optimization using Sentiment Analysis and Timeline Navigation,Military Institute of Engineering,Instituto Militar de Engenharia,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Wagner da Silva Maciel Sodré, Júlio César Duarte",2023.0
⚠️ Missing,❌ None,Conceptual Modeling: the Linguistic Approach,,,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lucia Castro, Fernanda Araujo Araujo, Giancarlo Guizzardi",2010.0
✅ Identified,Spain,UMLtoSBVR: An SBVR-based tool to validate UML conceptual schemas,Universitat Oberta de Catalunya; Universitat Politècnica de Catalunya,"Estudis d'Informàtica , Multimedia i Telecomunicació , Universitat Oberta de Catalunya; Estudis d'Informàtica, Multimedia i Telecomunicació, Universitat Oberta de Catalunya; Universitat Politècnica de Catalunya (UPC)",ES,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Raquel Pau, Jordi Cabot, Ruth Raventós",2010.0
✅ Identified,"Brazil, United States",The Animated Database Courseware (ADbC) and the Database Design Module,Kennesaw State University; Universidade Federal do Rio Grande do Sul,"Department of Computer Science and Information Systems Kennesaw State University Kennesaw , GA , 30144; Instituto de Informática, UFRGS, Porto Alegre, RS; Kennesaw State University;",BR; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Mário Guimarães, Meg Murray",2010.0
✅ Identified,Brazil,Aumento de Resolução Temporal de Sequências de Imagens do Trato Vocal por meio de Registro das Imagens,Universidade Federal de São Carlos,"Departamento; Departamento de Computação, UFSCar, CP 676, CEP: 13.565-905, São Carlos, SP",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ana Martins, Nelson D. A. Mascarenhas, Cláudio Alberto Torres Suazo",2010.0
✅ Identified,"Brazil, United States",Eliminação de Ruído Impulsivo Usando um Filtro Mediano Seletivo e Difusão Isotrópica,"Detector Technology (United States); Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do Estado de Mato Grosso do Sul; Universidade Federal da Grande Dourados","Processamento de Imagens, Eliminação de Ruído, Ruído Impulsivo, Difusão Isotrópica, Filtro Mediano; com um processo de difusão isotrópica para remoção de ruído sal e pimenta. Para eliminar ruído impulsivo em imagens coloridas,; detector de ruído impulsivo proposto por; restauração de imagens com grandes densidades de ruído",BR; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marcos Proença de Almeida, Maurílio Boaventura",2010.0
✅ Identified,"Peru, Brazil, United States",HSM: A New Color Space used in the Processing of Color Images,St. Philip's College; Universidad San Pedro,"Department of Electrical Engineering -School of Engineering -USP , SP , ZIP Code 13566-590; Department of Electrical Engineering -School of Engineering -USP, SP, ZIP Code 13566-590",PE; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Osvaldo Severino, Adilson Gonzaga",2010.0
✅ Identified,Brazil,An Approach Based on Maintainability Criteria for Building Aspect-Oriented Software Design Model,Universidade Federal de Lavras; Universidade Federal de Minas Gerais; Universidade Federal de São Carlos; Universidade Federal de São Paulo; Universidade Federal do Rio de Janeiro,"DC/UFSCar, Federal University of São Carlos Post Box 676, Zip Code 13565-905 -São Carlos, SP, Brazil; DCC/UFMG , Federal University of Minas Gerais Zip Code 31270-010 - Belo Horizonte , MG , Brazil; DCC/UFMG, Federal University of Minas Gerais Zip Code 31270-010 -Belo Horizonte, MG, Brazil; DCT/ UNIFESP , Federal University of São Paulo Zip Code 04020-041 - São José dos Campos , SP , Brazil; DCT/UNIFESP, Federal University of São Paulo Zip Code 04020-041 -São José dos Campos, SP, Brazil; PESC/COPPE/UFRJ , Federal University of Rio de Janeiro Post Box 68511 , Zip Code 21945-970 - Rio de Janeiro , RJ , Brazil; PESC/COPPE/UFRJ, Federal University of Rio de Janeiro Post Box 68511, Zip Code 21945-970 -Rio de Janeiro, RJ, Brazil; PqES/DCC/UFLA , Federal University of Lavras Post Box 3037 , Zip Code 37200-000 - Lavras , MG , Brazil; PqES/DCC/UFLA, Federal University of Lavras Post Box 3037, Zip Code 37200-000 -Lavras, MG, Brazil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rodrigo Pereira dos Santos, Heitor Costa, Cláudia Werner, André Fonseca Amâncio, Paulo Afonso Parreira Júnior, Antônio Resende, Fábio Fagundes Silveira",2010.0
✅ Identified,Brazil,COVID-19 Detection Using Forced Cough Sounds and Medical Information,Universidade Federal de Juiz de Fora,Universidade Federal de Juiz de Fora,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lucas Augusto Müller de Souza, Heder S. Bernardino, Jairo Francisco de Souza, Alex Borges Vieira",2023.0
✅ Identified,Brazil,Autism Spectrum Disorder Diagnosis Assistance using Machine Learning,Universidade Estadual de Londrina; Universidade de São Paulo,Universidade Estadual de Londrina; Universidade de São Paulo,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Arthur Alexandre Artoni, Cinthyan Renata Sachs Camerlengo de Barbosa, Marcelo Morandini",2022.0
✅ Identified,Brazil,Editorial,Universidade Federal do Rio Grande do Sul,"Instituto de Informática, UFRGS, Porto Alegre, RS",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,José Palazzo Moreira de Oliveira,2010.0
✅ Identified,"Brazil, Spain",Avaliação do Desempenho da Utilização de Threads em user level em Linux,Brazilian Society of Computational and Applied Mathematics; Consejo Superior de Investigaciones Científicas; Institute of Mathematical Sciences; Universidade de São Paulo,"Instituto de Ciências Matemáticas e de Computação (ICMC-USP); Instituto de Ciências Matemáticas e de Computação - ICMC-USP; Instituto de Ciências Matemáticas e de Computação Universidade de São Paulo - Campus São Carlos
Av. do Trabalhador Sancarlense, 400 - Centro Caixa Postal 668 - CEP 13560-970 São Carlos, SP; Instituto de Ciências Matemáticas e de Computação Universidade de São Paulo - Campus São Carlos#R##N#Av. do Trabalhador Sancarlense, 400 - Centro Caixa Postal 668 - CEP 13560-970 São Carlos, SP",BR; ES,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Renato Ramos da Silva, Roberto Sadao Yokoyama",2011.0
⚠️ Missing,❌ None,Provision and Collection of Safety Evidence: A Systematic Literature Review,,,,,,
✅ Identified,Brazil,Modelo Estatístico para a Determinação do Número Ótimo de Iterações do Filtro de Difusão Anisotrópica Aplicado à Redução de Ruído de Imagens de Ressonância Magnética do Cérebro,Universidade Federal de Uberlândia; Universidade de São Paulo,Universidade Federal de Uberlândia; Universidade de São Paulo,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Yuri Saito, Ricardo J. Ferrari, Jefferson William Teixeira, Paulo Mazzoncini de Azevedo‐Marques, André Ponce Leon Ferreira Carvalho, Antônio Carlos dos Santos",2011.0
✅ Identified,Portugal,Livestock Monitoring Prototype Implementation and Validation,Polytechnic Institute of Castelo Branco; University of Beira Interior,Instituto Politécnico de Castelo Branco; Universidade da Beira Interior,PT,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vitor M. T. Aleluia, Vasco N. G. J. Soares, João M. L. P. Caldeira, Pedro Dinis Gaspar",2023.0
✅ Identified,"Brazil, Switzerland, Portugal",Catboost Algorithm Application in Legal Texts and UN 2030 Agenda,Bio-Bras; Federal Supreme Court of Switzerland; Ministério da Justiça; Universidade de Brasília,"Corregedoria Geral de Justic¸a, Tribunal de Justic¸a de Roraima; Secretaria de Gestao Estratégica, Supremo Tribunal Federal; Universidade de Bras´ılia; Universidade de Brasília",BR; CH; PT,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lucas José Gonçalves Freitas, Pamella Sada Dias Edokawa, Thaís Carvalho Valadares Rodrigues, Ariane Hayana Thomé de Farias, Euler Rodrigues de Alencar",2023.0
✅ Identified,Brazil,Inteligência Swarm e Equilíbrio de Verhulst Aplicados à Alocação de Potência em Redes Ópticas CDMA Particionadas,Universidade Estadual de Londrina,"Departamento de Ciência da Computação, Universidade Estadual de Londrina; Departamento de Engenharia Elétrica, Universidade Estadual de Londrina",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Moanir Stábile Filho, Taufik Abrão, Lucas Dias Hiera Sampaio",2011.0
⚠️ Missing,❌ None,Integração de evidências em redes credais e a regra de Jeffrey,"Departamento de Informática, UEPG, Campus de Uvaranas; IDISIA; UEPG","Departamento de Informática, UEPG, Campus de Uvaranas; IDISIA; UEPG",,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"José Carlos Ferreira da Rocha, Alaine Margarete Guimarães, Cassio P. de Campos",2011.0
