DOI,Title,Author,OpenAlex ID,Abstract,Article References,Times Cited,Publication Year,Publisher,Keywords,Affiliations,Country,Document Type,Language,Open Access,Funding,Concepts,Source File,unified_topic,topic_confidence,secondary_topic
10.22456/2175-2745.106891,Integrating Exploitative and Explorative Thinking in Business Process Analysis: A Conceptual Model and Method,"Carina Alves, Higor Monteiro",W3125690078,"Ambidextrous BPM has gained increasing interest from researchers and practitioners in the last years. It refers to the ability to use exploitative and explorative capabilities in BPM projects. In this paper, we investigate how the integration of exploitative and explorative ideas can leverage the analysis of business processes. The key contributions of this paper are a conceptual model and a method that integrate ambidextrous thinking in a complementary way. Both artefacts were evaluated by means of an expert opinion survey. We also present a case study at an organisation that has implemented our proposed method. We believe that ambidextrous analysis of business processes enables organisations tackling current operational bottlenecks while simultaneously exploring external opportunities for designing innovation in business processes.",W19707322; W113791372; W126513118; W178016035; W182494173; W238684516; W298147291; W336199548; W612651853; W820206425; W1501112660; W1931922566; W1973134064; W2018963280; W2030439835; W2049318638; W2059898793; W2077736091; W2123394242; W2127001487; W2152670500; W2156452948; W2161676644; W2162707313; W2164284962; W2182839494; W2294820797; W2740451205; W2783048652; W2791980825; W2796531450; W2808510592; W2811271400; W2886316161; W2887785089; W2892646783; W2964926160; W2981337758; W2981616711; W3122960918; W3125991376; W3148224310; W3212978907; W4301118033; W6638786369,6.0,2021.0,Federal University of Rio Grande do Sul,Leverage (statistics); Ambidexterity; Knowledge management; Process management; Process (computing); Key (lock); Business process; Conceptual model; Computer science; Conceptual framework; Artifact-centric business process model; Business; Business process modeling; Management science; Engineering; Work in process; Marketing; Sociology; Artificial intelligence,Universidade Federal de Pernambuco; Universidade de Pernambuco,BR,Article,EN,True,,Leverage (statistics); Ambidexterity; Knowledge management; Process management; Process (computing); Key (lock); Business process; Conceptual model; Computer science; Conceptual framework; Artifact-centric business process model; Business; Business process modeling; Management science; Engineering; Work in process; Marketing; Sociology; Artificial intelligence; Social science; Database; Operating system; Computer security,articles-RITA-20260617-dointext.csv,7,0.5,1.0
10.22456/2175-2745.107021,A Model for Predicting Music Popularity on Streaming Platforms,"Carlos V.S. Araújo, Marco Cristo, Rafael Giusti",W3116857624,"The global music market moves billions of dollars every year, most of which comes from streamingplatforms. In this paper, we present a model for predicting whether or not a song will appear in Spotify’s Top 50, a ranking of the 50 most popular songs in Spotify, which is one of today’s biggest streaming services. To make this prediction, we trained different classifiers with information from audio features from songs that appeared in this ranking between November 2018 and January 2019. When tested with data from June and July 2019, an SVM classifier with RBF kernel obtained accuracy, precision, and AUC above 80%.",W50986947; W349770100; W1565050238; W1991849196; W2013126184; W2017310632; W2101234009; W2132870739; W2158698691; W2593463961; W2620760558; W2764262608; W2802274394; W2912326283; W2963232038; W2979121767; W3008031496; W3011256799; W3024306306; W3095793088; W3147310958; W3210886538; W6675354045; W6678314371,9.0,2020.0,Federal University of Rio Grande do Sul,Popularity; Streaming data; Computer science; Support vector machine; Ranking (information retrieval); Classifier (UML); Machine learning; Artificial intelligence; Data mining; Political science,Universidade Federal do Amazonas,BR,Article,EN,True,,Popularity; Streaming data; Computer science; Support vector machine; Ranking (information retrieval); Classifier (UML); Machine learning; Artificial intelligence; Data mining; Political science; Law,articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.107041,An Agent-Based Model for Simulating Irrigated Agriculture in the Samambaia Basin in Goiás,"Guido Dutra De Oliveira, Pedro Phelipe Gonçalves Porto, Conceição de Maria Albuquerque Alves, Célia Ghedini Ralha",W3196381252,"Agriculture is one of the main economic activities in Brazil. The intensive use of water for irrigated agriculture leads to water rise demand contributing to increase water stress. Agent-based models help assess this problem with promising applications entailing an organizing principle to inform us of how to view a real-world system and effectively build a model. In this work, agent-based modeling is applied to simulate water usage for irrigation in agricultural production in the Samambaia river basin in the municipality of Cristalina in the Goias state of Brazil. The use of real data enables analysis of resource availability in a scenario with high demand irrigation, allowing a greater understanding of the needs of the parties involved.",W180836830; W761179351; W1414394768; W1497360343; W1501356985; W1540492331; W1545446984; W1577025164; W1577099389; W1992870153; W2006232236; W2029294727; W2107250435; W2127470579; W2140862057; W2145408484; W2153373747; W2363930778; W2801157788; W2898201191; W2905771342; W2909465838; W2929113030; W2944411632; W2981615787; W2985688477; W3021614396; W3022804788; W3036968084; W3147472955; W4233358567,4.0,2021.0,Federal University of Rio Grande do Sul,Irrigation; Agriculture; Irrigated agriculture; Water resource management; Work (physics); Resource (disambiguation); Water resources; Agricultural engineering; Structural basin; Computer science; Production (economics); Drainage basin; Environmental science; Business; Geography; Engineering; Economics; Geology,Departamento de Ciência e Tecnologia; Laboratoire d'Informatique de Paris-Nord; Universidade de Brasília,BR; FR,Article,EN,True,,Irrigation; Agriculture; Irrigated agriculture; Water resource management; Work (physics); Resource (disambiguation); Water resources; Agricultural engineering; Structural basin; Computer science; Production (economics); Drainage basin; Environmental science; Business; Geography; Engineering; Economics; Geology; Macroeconomics; Archaeology; Ecology; Mechanical engineering; Biology; Paleontology; Computer network; Cartography,articles-RITA-20260617-dointext.csv,6,0.5,3.0
10.22456/2175-2745.107128,Hash Tables for a Digital Lexicon,"Fábio Carlos Moreno, Cinthyan Renata Sachs Camerlengo de Barbosa, Edio Roberto Manfio",W3197966021,"This paper deals with the construction of digital lexicons within the scope of Natural Language Processing. Data Structures called Hash Tables have demonstrated to generate good results for Natural Language Interface for Databases and have data dispersion, response speed and programming simplicity as main features. The storage of the desired information is done by associating a key through the hashing functions that is responsible for distributing the information in this table. The objective of this paper is to present the tool called Visual TaHs that uses a sparse table to a real lexicon (Lexicon of Herbs), improving performance results of several implemented hash functions. Such structure has achieved satisfactory results in terms of speed and storage when compared to conventional databases and can work in various media, such as desktop, Web and mobile.",W102815971; W103919191; W190065572; W784293230; W1564381193; W2051922558; W2289205268; W2532357810; W2536964670; W4230882272; W4241106950,3.0,2021.0,Federal University of Rio Grande do Sul,Computer science; Lexicon; Table (database); Hash function; Hash table; Interface (matter); Scope (computer science); Data structure; Information retrieval; Key (lock); Database; Natural language processing; Artificial intelligence; Programming language; Parallel computing,Fatec Garça; São Paulo State Technological College; Universidade Estadual de Londrina; Universidade Estadual do Norte do Paraná,BR,Article,EN,True,,Computer science; Lexicon; Table (database); Hash function; Hash table; Interface (matter); Scope (computer science); Data structure; Information retrieval; Key (lock); Database; Natural language processing; Artificial intelligence; Programming language; Parallel computing; Bubble; Maximum bubble pressure method; Computer security,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.107149,System for Identifying Pests and Diseases in Soybean Crop through Natural Language Processing,"Carolinne Roque e Faria, Cinthyan Renata Sachs Camerlengo de Barbosa",W4205948620,"The presence of technologies in the agronomic field has the purpose of proposing the best solutions to the challenges found in agriculture, especially to the problems that affect cultivars. One of the obstacles found is to apply the use of your own language in applications that interact with the user in Brazilian Agribusiness. Therefore, this work uses Natural Language Processing techniques for the development of an automatic and effective computer system to interact with the user and assist in the identification of pests and diseases in soybean crop, stored in a non-relational database repository to provide accurate diagnostics to simplify the work of the farmer and the agricultural stakeholders who deal with a lot of information. In order to build dialogues and provide rich consultations, from agriculture manuals, a data structure with 108 pests and diseases with their information on the soybean cultivar and through the spaCy tool, it was possible to pre-process the texts, recognize the entities and support the requirements for the development of the conversacional system.",W171093852; W1550327982; W1606292664; W1659724737; W1918405426; W1981276685; W2005543329; W2009134190; W2020150326; W2130556178; W2404978784; W2419658023; W2482594708; W2495448072; W2767909496; W2790512639; W2834475042; W2953827638; W3144619878; W4296458987; W6640065953; W6677019792,3.0,2022.0,Federal University of Rio Grande do Sul,Identification (biology); Agriculture; Computer science; Process (computing); Work (physics); Field (mathematics); Engineering; Biology; Ecology; Mathematics,Universidade Estadual de Londrina,BR,Article,EN,True,,Identification (biology); Agriculture; Computer science; Process (computing); Work (physics); Field (mathematics); Engineering; Biology; Ecology; Mathematics; Mechanical engineering; Operating system; Pure mathematics,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.107154,Centralized Algorithms Based on Clustering with Self-tuning of Parameters for Cooperative Target Observation,"João P. B. Andrade, José Everardo Bessa Maia, Gustavo Augusto Lima de Campos",W3196457771,"Clustering on target positions is a class of centralized algorithms used to calculate the surveillance robots' displacements in the Cooperative Target Observation (CTO) problem. This work proposes and evaluates Fuzzy C-means (FCM) and Density-Based Spatial Clustering of Applications with Noise (DBSCAN) with K-means (DBSk) based self-tuning clustering centralized algorithms for the CTO problem and compares its performances with that of K-means. Two random motion patterns are adopted for the targets: in free space or on a grid. As a contribution, the work allows identifying ranges of problem configuration parameters in which each algorithm shows the highest average performance. As a first conclusion, in the challenging situation in which the relative speed of the targets is high, and the relative sensor range of the surveillance is low, for which the existing algorithms present a substantial drop in performance, the FCM algorithm proposed outperforms the others. Finally, the DBSk algorithm adapts very well in low execution frequency, showing promising results in this challenging situation.",W1484038941; W1757342598; W1990368529; W2021576817; W2033049381; W2038642313; W2074633070; W2113076747; W2128364681; W2145211637; W2185914885; W2394554376; W2557827245; W2605078587; W2801125678; W2904427176,1.0,2021.0,Federal University of Rio Grande do Sul,Cluster analysis; DBSCAN; Computer science; Algorithm; Fuzzy clustering; Noise (video); Grid; Range (aeronautics); Fuzzy logic; Data mining; Artificial intelligence; CURE data clustering algorithm; Image (mathematics); Mathematics; Engineering,Universidade Estadual do Ceará,BR,Article,EN,True,,Cluster analysis; DBSCAN; Computer science; Algorithm; Fuzzy clustering; Noise (video); Grid; Range (aeronautics); Fuzzy logic; Data mining; Artificial intelligence; CURE data clustering algorithm; Image (mathematics); Mathematics; Engineering; Geometry; Aerospace engineering,articles-RITA-20260617-dointext.csv,3,0.8,
10.22456/2175-2745.107176,Dimensioning the relationship between availability and data center energy flow metrics,"Thiago Bezerra, Wenderson de Souza Leonardo, Gabriel Alves, Gustavo Callou",W3117165851,"The advancement of technology and the growing number of applications available to network users have increased the demand for services hosted in cloud environments. In 2020, more than 4 billion of people access these services through the Internet, a value 7% higher in comparison to the same period in 2019. To support the demand for such services, an environment that provides such conditions for applications available whenever needed has grown in importance. These environments are generally available from large data centers, which consume large amounts of electricity to provide such demand service capacity. In this context, this work proposes an integrated and dynamic strategy that demonstrates the impact of the availability on the energyconsumption of the devices that compose the data center system architecture. In order to accomplish this, colored Petri net models were proposed for quantifying the cost, environmental impact and availability of the electric energy infrastructure ofdata centers. The models presented in this work are supported by the developed prototype. Two case studies illustrate the applicability of the proposed models and strategy. Significant results were obtained, showing an increase close to 100% in the system availability, with practically the same operational cost and environmental impact.",W1546727036; W1568573127; W1571725816; W1573592400; W1971983835; W1996109622; W2003004516; W2092614923; W2101797126; W2102777779; W2142340571; W2182617531; W2520820329; W2520965862; W2584577979; W2612246451; W2769888378; W2774355428; W2785959916; W2887088954; W3038048308; W4234956481; W6634236835; W6746768939; W7036155059,1.0,2020.0,Federal University of Rio Grande do Sul,Dimensioning; Cloud computing; Computer science; Data center; Context (archaeology); Electricity; Service (business); The Internet; Work (physics); Environmental economics; Engineering; Computer network; Business; World Wide Web,Universidade Federal Rural de Pernambuco,BR,Article,EN,True,,Dimensioning; Cloud computing; Computer science; Data center; Context (archaeology); Electricity; Service (business); The Internet; Work (physics); Environmental economics; Engineering; Computer network; Business; World Wide Web; Aerospace engineering; Economics; Paleontology; Operating system; Electrical engineering; Mechanical engineering; Biology; Marketing,articles-RITA-20260617-dointext.csv,3,1.0,
10.22456/2175-2745.107202,Iracema: a Python library for audio content analysis,"Tairone Magalhães, Felippe Brandão Barros, Maurício Alves Loureiro",W3116902571,"Iracema is a Python library that aims to provide models for the extraction of meaningful informationfrom recordings of monophonic pieces of music, for purposes of research in music performance. With this objective in mind, we propose an architecture that will provide to users an abstraction level that simplifies the manipulation of different kinds of time series, as well as the extraction of segments from them. In this paper we: (1) introduce some key concepts at the core of the proposed architecture; (2) describe the current functionalities of the package; (3) give some examples of the application programming interface; and (4) give some brief examples of audio analysis using the system.",W296599067; W1541046670; W1985054298; W2008066450; W2138996920; W2140304104; W2162839354; W2484884307; W2602115807; W2788560150; W2953788158; W3005347330; W6616712674; W6680702093; W6764787368; W6773842061,6.0,2020.0,Federal University of Rio Grande do Sul,Python (programming language); Computer science; Architecture; Programming language; Abstraction; Key (lock); Operating system,,,Article,EN,True,,Python (programming language); Computer science; Architecture; Programming language; Abstraction; Key (lock); Operating system; Philosophy; Visual arts; Epistemology; Art,articles-RITA-20260617-dointext.csv,4,0.5,1.0
10.22456/2175-2745.107292,Challenges and Perspectives on Real-time Singing Voice Synthesis,"Leonardo Araujo Zoehler Brum, Edward David Moreno",W3113924913,"This paper describes the state of art of real-time singing voice synthesis and presents its concept, applications and technical aspects. A technological mapping and a literature review are made in order to indicate the latest developments in this area. We made a brief comparative analysis among the selected works. Finally, we have discussed challenges and future research problems.",W1544648547; W1999798506; W2130856238; W2142747467; W2149825536; W2340543110; W2400703789; W2408435475; W2478973616; W2509067259; W2564750657; W2582402303; W2610083487; W2734142078; W2747328679; W2970787104; W2978963121; W4232703006; W4233172959; W4293260904; W6713043798,2.0,2020.0,Federal University of Rio Grande do Sul,Singing; Computer science; State (computer science); Acoustics,Universidade Federal de Sergipe,BR,Article,EN,True,,Singing; Computer science; State (computer science); Acoustics; Algorithm; Physics,articles-RITA-20260617-dointext.csv,4,0.5,1.0
10.22456/2175-2745.107478,Optimization Inspired on Herd Immunity Applied to Non-Hierarchical Grouping of Objects,Alfredo Silveira Araújo Neto,W3197231443,"Characterized as one of the most important operations related to data analysis, one non-hierarchical grouping consists of, even without having any information about the elements to be classified, establish upon a finite collection of objects, the partitioning of the items that constitute it into subsets or groups without intersecting, so that the elements that are part of a certain group are more similar to each other than the items that belong to distinct group. In this context, this study proposes the application of a meta-heuristic inspired by herd immunity to the determination of the non-hierarchical grouping of objects, and compares the results obtained by this method with the answers provided by four other grouping strategies, described in the literature. In particular, the resulting arrangements of the classification of 33 benchmark collections, performed by the suggested algorithm, by the metaheuristic inspired by the particle swarm, by the genetic algorithm, by the K-means algorithm and by the meta-heuristic inspired by the thermal annealing process, were compared under the perspective of 10 different evaluation measures, indicating that the partitions established by the meta-heuristic inspired by the herd immunity may, in certain respects, be more favorable than the classifications obtained by the other clustering methods.",W564969684; W1976795412; W1987971958; W1990368529; W2011430131; W2034662403; W2039568841; W2051224630; W2054845601; W2057691548; W2071965987; W2096166399; W2127218421; W2130878567; W2155235751; W2319660501; W2482589566; W2499056606; W2884586244; W2972155310; W3038448533; W3082974932; W3112312893; W3120740533; W4213009331; W4244030505; W4251348903; W6721827378,2.0,2021.0,Federal University of Rio Grande do Sul,Simulated annealing; Hierarchical clustering; Computer science; Particle swarm optimization; Cluster analysis; Metaheuristic; Herd immunity; Heuristic; Benchmark (surveying); Artificial intelligence; Context (archaeology); Perspective (graphical); Machine learning; Data mining; Geography; Population; Sociology,"Centro Tecnológico de Investigación, Desarrollo e Innovación en tecnologías de la Información y las Comunicaciones (TIC)",ES,Article,EN,True,,Simulated annealing; Hierarchical clustering; Computer science; Particle swarm optimization; Cluster analysis; Metaheuristic; Herd immunity; Heuristic; Benchmark (surveying); Artificial intelligence; Context (archaeology); Perspective (graphical); Machine learning; Data mining; Geography; Population; Sociology; Demography; Archaeology; Geodesy,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.107748,Co-creating Service-Dominant Business Artifacts with Action Design Research,Egon Lüftenegger,W3124914745,"Our project started as an innovation initiative for shaping the future of an international Dutch conglomerate in the financial services industry. This endeavor took the shape of a collaboration between academics and practitioners that evolved from unique goals for industry as fast results and real scientific results towards a collaborative approach. We formalized this collaboration by using action design research (ADR) for achieving impact within the company while generating new knowledge. The use of ADR resulted in the co-creation of artifacts that brought mutual benefits, resulting in a win-win situation for the academia and industry. On the one hand, academics were able to develop a framework and its underlying artifacts for service-dominant business design and engineering. On the other hand, the framework helped to achieve organizational change for shifting from an asset-dominant business towards a service-dominant one.",W185943961; W279724836; W432581738; W640744729; W1489021242; W1565363283; W1968928304; W1973094642; W1979021834; W2025276071; W2057790345; W2066982277; W2069693399; W2083223917; W2092346144; W2104539438; W2110710386; W2124513302; W2133328633; W2151170905; W2152604313; W2182839494; W2206777001; W2238901748; W2252891999; W2294820797; W2583730661; W2590736634; W2925459019; W2975577754; W3041230731; W3043672482; W3081413013; W3133526270; W3151685851; W4253655202; W4301118033; W6638786369; W6676365319; W6679949415; W6703916600; W6824117619; W6922543647; W6922603487; W6922619014,2.0,2021.0,Federal University of Rio Grande do Sul,Asset (computer security); Business; Service (business); Action research; Action (physics); Business model; Knowledge management; Process management; Marketing; Management; Computer science; Economics,,,Article,EN,True,,Asset (computer security); Business; Service (business); Action research; Action (physics); Business model; Knowledge management; Process management; Marketing; Management; Computer science; Economics; Quantum mechanics; Computer security; Physics,articles-RITA-20260617-dointext.csv,7,0.5,1.0
